book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,image_url,small_image_url
547,8909,8909,3194841,1167,375759239,9.78038E+12,"H.G. Wells, Arthur C. Clarke",1897,The War of the Worlds,The War of the Worlds,eng,https://images.gr-assets.com/books/1320391644m/8909.jpg,https://images.gr-assets.com/books/1320391644s/8909.jpg
548,162085,162085,2191061,75,60887303,9.78006E+12,Sara Shepard,2006,Pretty Little Liars,"Pretty Little Liars (Pretty Little Liars, #1)",en-US,https://images.gr-assets.com/books/1377830522m/162085.jpg,https://images.gr-assets.com/books/1377830522s/162085.jpg
549,231850,231850,261903,58,670241334,9.78067E+12,Don Freeman,1948,Corduroy,Corduroy,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
550,3109,3109,3287769,54,1594200823,9.78159E+12,Michael Pollan,2006,The Omnivore's Dilemma,The Omnivore's Dilemma: A Natural History of Four Meals,eng,https://images.gr-assets.com/books/1393804353m/3109.jpg,https://images.gr-assets.com/books/1393804353s/3109.jpg
551,15790842,15790842,21443207,95,316176486,9.78032E+12,Kate Atkinson,2013,Life After Life,Life After Life,eng,https://images.gr-assets.com/books/1358173808m/15790842.jpg,https://images.gr-assets.com/books/1358173808s/15790842.jpg
552,3462,3462,1268663,93,446696129,9.78045E+12,Nicholas Sparks,2000,The Rescue,The Rescue,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
553,107291,107291,1812101,135,045057458X,9.78045E+12,Stephen King,1991,Needful Things,Needful Things,,https://images.gr-assets.com/books/1315767817m/107291.jpg,https://images.gr-assets.com/books/1315767817s/107291.jpg
554,10987,10987,1131570,105,385335997,9.78039E+12,Diana Gabaldon,1993,Voyager,"Voyager (Outlander, #3)",eng,https://images.gr-assets.com/books/1483278195m/10987.jpg,https://images.gr-assets.com/books/1483278195s/10987.jpg
555,117251,117251,112914,3,393315053,9.78039E+12,"Kenneth Branagh, William Shakespeare",1996,,"Hamlet: Screenplay, Introduction And Film Diary",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
556,10603,10603,996156,143,307348245,9.78031E+12,Stephen King,1981,Cujo,Cujo,spa,https://images.gr-assets.com/books/1394208144m/10603.jpg,https://images.gr-assets.com/books/1394208144s/10603.jpg
557,10956,10956,812415,102,747560595,9.78075E+12,Jeffrey Eugenides,1993,The Virgin Suicides,The Virgin Suicides,eng,https://images.gr-assets.com/books/1319032910m/10956.jpg,https://images.gr-assets.com/books/1319032910s/10956.jpg
558,140077,140077,1808005,88,441012183,9.78044E+12,Charlaine Harris,2004,Dead to the World,"Dead to the World (Sookie Stackhouse, #4)",eng,https://images.gr-assets.com/books/1468561630m/140077.jpg,https://images.gr-assets.com/books/1468561630s/140077.jpg
559,32261,32261,3331021,918,141439599,9.78014E+12,"Thomas Hardy, Tim Dolin, Margaret R. Higonnet",1891,Tess of the d'Urbervilles: A Pure Woman Faithfully Presented,Tess of the D'Urbervilles,eng,https://images.gr-assets.com/books/1497218117m/32261.jpg,https://images.gr-assets.com/books/1497218117s/32261.jpg
560,2175,2175,2766347,1682,192840398,9.78019E+12,"Gustave Flaubert, Margaret Mauldon, Malcolm Bowie, Mark Overstall",1856,Madame Bovary,Madame Bovary,eng,https://images.gr-assets.com/books/1335676143m/2175.jpg,https://images.gr-assets.com/books/1335676143s/2175.jpg
561,378,378,1782584,82,394820371,9.78039E+12,"Norton Juster, Jules Feiffer",1961,The Phantom Tollbooth,The Phantom Tollbooth,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
562,7235533,7235533,8134945,48,765326353,9.78077E+12,Brandon Sanderson,2010,The Way of Kings,"The Way of Kings (The Stormlight Archive, #1)",eng,https://images.gr-assets.com/books/1388184640m/7235533.jpg,https://images.gr-assets.com/books/1388184640s/7235533.jpg
563,140082,140082,602144,90,1841493015,9.78184E+12,Charlaine Harris,2003,Club Dead,"Club Dead (Sookie Stackhouse, #3)",en-GB,https://images.gr-assets.com/books/1329501590m/140082.jpg,https://images.gr-assets.com/books/1329501590s/140082.jpg
564,248704,248704,240980,32,078685197X,9.78079E+12,Ned Vizzini,2006,It's Kind of a Funny Story,It's Kind of a Funny Story,en-US,https://images.gr-assets.com/books/1420629730m/248704.jpg,https://images.gr-assets.com/books/1420629730s/248704.jpg
565,68429,68429,2120474,60,765316889,9.78077E+12,Brandon Sanderson,2007,,"The Well of Ascension (Mistborn, #2)",eng,https://images.gr-assets.com/books/1480717596m/68429.jpg,https://images.gr-assets.com/books/1480717596s/68429.jpg
566,25041504,25041504,44693518,94,,,Jojo Moyes,2015,After You,"After You (Me Before You, #2)",eng,https://images.gr-assets.com/books/1429029729m/25041504.jpg,https://images.gr-assets.com/books/1429029729s/25041504.jpg
567,10032672,10032672,14928278,90,034552554X,9.78035E+12,Vanessa Diffenbaugh,2011,The Language of Flowers,The Language of Flowers,eng,https://images.gr-assets.com/books/1333577674m/10032672.jpg,https://images.gr-assets.com/books/1333577674s/10032672.jpg
568,59960,59960,1104159,71,156389341X,9.78156E+12,"Frank Miller, Klaus Janson, Lynn Varley",1986,Batman: The Dark Knight Returns,"Batman: The Dark Knight Returns (The Dark Knight Saga, #1)",eng,https://images.gr-assets.com/books/1327892039m/59960.jpg,https://images.gr-assets.com/books/1327892039s/59960.jpg
569,13152,13152,1829521,96,446617792,9.78045E+12,James Patterson,2005,The Angel Experiment,"The Angel Experiment (Maximum Ride, #1)",eng,https://images.gr-assets.com/books/1339277875m/13152.jpg,https://images.gr-assets.com/books/1339277875s/13152.jpg
570,285092,285092,2961887,136,1573225517,9.78157E+12,Nick Hornby,1995,High Fidelity,High Fidelity,eng,https://images.gr-assets.com/books/1327928082m/285092.jpg,https://images.gr-assets.com/books/1327928082s/285092.jpg
571,15925,15925,810630,88,446696110,9.78045E+12,Nicholas Sparks,2003,The Guardian,The Guardian,en-US,https://images.gr-assets.com/books/1388195339m/15925.jpg,https://images.gr-assets.com/books/1388195339s/15925.jpg
572,46756,46756,3143431,109,385721676,9.78039E+12,Margaret Atwood,2003,Oryx and Crake,"Oryx and Crake (MaddAddam, #1)",eng,https://images.gr-assets.com/books/1494109986m/46756.jpg,https://images.gr-assets.com/books/1494109986s/46756.jpg
573,1274,1274,55001,202,60574216,9.78006E+12,John Gray,1998,"Men Are from Mars, Women Are from Venus Book of Days: 365 Inspirations to Enrich Your Relationships","Men Are from Mars, Women Are from Venus",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
574,33313,33313,4219,78,60899220,9.78006E+12,Anthony Bourdain,2000,Kitchen Confidential: Adventures in the Culinary Underbelly,Kitchen Confidential: Adventures in the Culinary Underbelly,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
575,7669,7669,1525987,124,99244721,9.7801E+12,Michael Crichton,1999,Timeline,Timeline,en-US,https://images.gr-assets.com/books/1405420745m/7669.jpg,https://images.gr-assets.com/books/1405420745s/7669.jpg
576,19380,19380,2833018,1039,486266893,9.78049E+12,Voltaire,1759,Candide,Candide,eng,https://images.gr-assets.com/books/1345060082m/19380.jpg,https://images.gr-assets.com/books/1345060082s/19380.jpg
577,84981,84981,1955922,127,374480095,9.78037E+12,Natalie Babbitt,1975,Tuck Everlasting,Tuck Everlasting,eng,https://images.gr-assets.com/books/1445184695m/84981.jpg,https://images.gr-assets.com/books/1445184695s/84981.jpg
578,10629,10629,1150571,156,2253147699,9.78225E+12,"Stephen King, Marie Milpois",1983,Christine,Christine,fre,https://images.gr-assets.com/books/1327270815m/10629.jpg,https://images.gr-assets.com/books/1327270815s/10629.jpg
579,197084,197084,1837885,44,1713221,9.78E+12,P.D. Eastman,1960,Are You My Mother?,Are You My Mother?,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
580,222078,222078,215065,102,071483355X,9.78071E+12,E.H. Gombrich,1950,The Story of Art,The Story of Art,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
581,13206760,13206760,18390691,64,312642962,9.78031E+12,Marissa Meyer,2013,Scarlet,"Scarlet (The Lunar Chronicles, #2)",eng,https://images.gr-assets.com/books/1470056982m/13206760.jpg,https://images.gr-assets.com/books/1470056982s/13206760.jpg
582,69571,69571,3366043,185,751532711,9.78075E+12,Robert T. Kiyosaki,1997,"Rich Dad , Poor Dad","Rich Dad, Poor Dad",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
583,10637766,10637766,14158688,65,1442426640,9.78144E+12,Becca Fitzpatrick,2011,Silence ,"Silence (Hush, Hush, #3)",eng,https://images.gr-assets.com/books/1362408152m/10637766.jpg,https://images.gr-assets.com/books/1362408152s/10637766.jpg
584,6101718,6101718,6278977,67,670020559,9.78067E+12,Lev Grossman,2009,The Magicians,The Magicians (The Magicians #1),eng,https://images.gr-assets.com/books/1313772941m/6101718.jpg,https://images.gr-assets.com/books/1313772941s/6101718.jpg
585,13615,13615,1782155,44,1421501686,9.78142E+12,"Tsugumi Ohba, Takeshi Obata",2004,Ã£ÂÂÃ£ÂÂ¹Ã£ÂÂÃ£ÂÂ¼Ã£ÂÂ #1 (Desu NÃÂto) Taikutsu (Ã©ÂÂÃ¥Â±Â),"Death Note, Vol. 1: Boredom (Death Note, #1)",eng,https://images.gr-assets.com/books/1419952134m/13615.jpg,https://images.gr-assets.com/books/1419952134s/13615.jpg
586,3682,3682,2113193,65,689875347,9.78069E+12,Libba Bray,2003,A Great and Terrible Beauty,"A Great and Terrible Beauty (Gemma Doyle, #1)",eng,https://images.gr-assets.com/books/1284558475m/3682.jpg,https://images.gr-assets.com/books/1284558475s/3682.jpg
587,256566,256566,886727,107,60529709,9.78006E+12,Jonathan Safran Foer,2002,Everything Is Illuminated,Everything Is Illuminated,eng,https://images.gr-assets.com/books/1479774440m/256566.jpg,https://images.gr-assets.com/books/1479774440s/256566.jpg
588,15769,15769,2508588,101,752863886,9.78075E+12,Robert Ludlum,1986,The Bourne Supremacy,"The Bourne Supremacy (Jason Bourne, #2)",en-US,https://images.gr-assets.com/books/1335860600m/15769.jpg,https://images.gr-assets.com/books/1335860600s/15769.jpg
589,16056408,16056408,19113823,53,425266745,9.78043E+12,Tammara Webber,2012,Easy,"Easy (Contours of the Heart, #1)",en-CA,https://images.gr-assets.com/books/1349370267m/16056408.jpg,https://images.gr-assets.com/books/1349370267s/16056408.jpg
590,58696,58696,4711940,1240,140439447,9.78014E+12,"Charles Dickens, Jeremy Tambling",1849,David Copperfield,David Copperfield,eng,https://images.gr-assets.com/books/1461452762m/58696.jpg,https://images.gr-assets.com/books/1461452762s/58696.jpg
591,693208,693208,829330,67,316013684,9.78032E+12,"Sherman Alexie, Ellen Forney",2007,The Absolutely True Diary of a Part-Time Indian,The Absolutely True Diary of a Part-Time Indian,eng,https://images.gr-assets.com/books/1327908992m/693208.jpg,https://images.gr-assets.com/books/1327908992s/693208.jpg
592,117833,117833,876183,586,679760806,9.78068E+12,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",1967,ÃÂÃÂ°ÃÂÃÂÃÂµÃÂ ÃÂ¸ ÃÂÃÂ°ÃÂÃÂ³ÃÂ°ÃÂÃÂ¸ÃÂÃÂ°,The Master and Margarita,eng,https://images.gr-assets.com/books/1327867963m/117833.jpg,https://images.gr-assets.com/books/1327867963s/117833.jpg
593,13642,13642,113603,157,553383043,9.78055E+12,Ursula K. Le Guin,1968,A Wizard of Earthsea,"A Wizard of Earthsea (Earthsea Cycle, #1)",en-US,https://images.gr-assets.com/books/1353424536m/13642.jpg,https://images.gr-assets.com/books/1353424536s/13642.jpg
594,357664,357664,25169,77,763616052,9.78076E+12,"Kate DiCamillo, Chris Sheban",2000,Because of Winn-Dixie,Because of Winn-Dixie,eng,https://images.gr-assets.com/books/1456871914m/357664.jpg,https://images.gr-assets.com/books/1456871914s/357664.jpg
595,5148,5148,39755,82,743253973,9.78074E+12,John Knowles,1959,A Separate Peace,A Separate Peace,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
596,5349,5349,3154548,117,385339607,9.78039E+12,John Grisham,1995,The Rainmaker,The Rainmaker,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
597,3836,3836,121842,1887,142437239,9.78014E+12,"Miguel de Cervantes Saavedra, Roberto GonzÃÂ¡lez EchevarrÃÂ­a, John Rutherford",1605,Don Quijote de La Mancha,Don Quixote,eng,https://images.gr-assets.com/books/1364958765m/3836.jpg,https://images.gr-assets.com/books/1364958765s/3836.jpg
598,45107,77197,171715,108,6480098,9.78001E+12,Robin Hobb,1995,Assassin's Apprentice,"Assassin's Apprentice (Farseer Trilogy, #1)",eng,https://images.gr-assets.com/books/1320339497m/45107.jpg,https://images.gr-assets.com/books/1320339497s/45107.jpg
599,8695,8695,1877624,162,345418921,9.78035E+12,Douglas Adams,1980,The Restaurant at the End of the Universe,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
600,7740152,7740152,7380161,82,385739141,9.78039E+12,Lauren Kate,2010,Torment,"Torment (Fallen, #2)",eng,https://images.gr-assets.com/books/1362339749m/7740152.jpg,https://images.gr-assets.com/books/1362339749s/7740152.jpg
601,19321,19321,644171,1,723247706,9.78072E+12,Beatrix Potter,1901,The Tale of Peter Rabbit,The Tale of Peter Rabbit,eng,https://images.gr-assets.com/books/1485118382m/19321.jpg,https://images.gr-assets.com/books/1485118382s/19321.jpg
602,65641,65641,1419727,257,64405044,9.78006E+12,"C.S. Lewis, Pauline Baynes",1953,The Silver Chair,"The Silver Chair (Chronicles of Narnia, #4)",eng,https://images.gr-assets.com/books/1336139237m/65641.jpg,https://images.gr-assets.com/books/1336139237s/65641.jpg
603,2767793,2767793,2793516,63,765316897,9.78077E+12,Brandon Sanderson,2008,The Hero of Ages,"The Hero of Ages (Mistborn, #3)",eng,https://images.gr-assets.com/books/1480717763m/2767793.jpg,https://images.gr-assets.com/books/1480717763s/2767793.jpg
604,68783,68783,926090,49,679746048,9.78068E+12,Susanna Kaysen,1993,"Girl, Interrupted","Girl, Interrupted",eng,https://images.gr-assets.com/books/1475482930m/68783.jpg,https://images.gr-assets.com/books/1475482930s/68783.jpg
605,40173,40173,2270522,24,61173398,9.78006E+12,Chelsea Handler,2007,"Are You There, Vodka? It's Me, Chelsea","Are You There, Vodka? It's Me, Chelsea",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
606,71728,71728,1743336,278,743278909,9.78074E+12,"Richard Bach, Russell Munson",1970,Jonathan Livingston Seagull,Jonathan Livingston Seagull,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
607,8755785,8755785,13629068,7,1481426303,9.78148E+12,Cassandra Clare,2014,City of Heavenly Fire,"City of Heavenly Fire (The Mortal Instruments, #6)",eng,https://images.gr-assets.com/books/1460477794m/8755785.jpg,https://images.gr-assets.com/books/1460477794s/8755785.jpg
608,310259,310259,277308,54,920668372,9.78092E+12,"Robert Munsch, Sheila McGraw",1986,Love You Forever,Love You Forever,en-GB,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
609,10567,10567,3017730,123,1416524517,9.78142E+12,Stephen King,2006,Cell,Cell,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
610,16158542,16158542,21998925,33,067002581X,9.78067E+12,Daniel James Brown,2013,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,eng,https://images.gr-assets.com/books/1354683116m/16158542.jpg,https://images.gr-assets.com/books/1354683116s/16158542.jpg
611,7332,7332,4733799,339,618391118,9.78062E+12,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",1977,The Silmarillion,The Silmarillion (Middle-Earth Universe),eng,https://images.gr-assets.com/books/1336502583m/7332.jpg,https://images.gr-assets.com/books/1336502583s/7332.jpg
612,5094,5094,2113248,164,451210859,9.78045E+12,Stephen King,1987,The Drawing of the Three,"The Drawing of the Three (The Dark Tower, #2)",eng,https://images.gr-assets.com/books/1370918050m/5094.jpg,https://images.gr-assets.com/books/1370918050s/5094.jpg
613,3407877,3407877,3448086,119,330449605,9.78033E+12,Kate Morton,2008,The Forgotten Garden,The Forgotten Garden,en-GB,https://images.gr-assets.com/books/1455283767m/3407877.jpg,https://images.gr-assets.com/books/1455283767s/3407877.jpg
614,17690,17690,2965832,915,99428644,9.7801E+12,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",1925,Der ProzeÃÂ,The Trial,eng,https://images.gr-assets.com/books/1320399438m/17690.jpg,https://images.gr-assets.com/books/1320399438s/17690.jpg
615,22205,22205,132402,42,142501557,9.78014E+12,Sarah Dessen,2002,This Lullaby,This Lullaby,eng,https://images.gr-assets.com/books/1397779294m/22205.jpg,https://images.gr-assets.com/books/1397779294s/22205.jpg
